user_id,total_ratings,avg_rating,unique_titles,cluster
83,70,3.36,70,3
84,40,4.15,40,2
85,71,3.23,71,3
86,75,4.03,75,3
87,71,3.1,71,0
88,70,2.5,70,0
89,75,3.52,75,3
90,66,2.98,66,0
91,69,2.9,69,0
92,46,2.72,46,1
93,69,3.77,69,3
94,75,4.23,75,3
95,70,2.63,70,0
96,75,3.25,75,3
97,35,3.06,35,2
98,75,3.13,75,0
99,35,2.29,35,1
100,62,3.94,62,3
101,37,3.27,37,2
102,67,2.91,67,0
103,70,2.33,70,0
104,46,2.02,46,1
105,53,3.4,53,3
106,75,3.2,75,3
107,65,2.66,65,0
108,70,3.7,70,3
109,75,3.93,75,3
110,70,2.67,70,0
111,62,4.16,62,3
112,71,2.58,71,0
113,39,2.87,39,1
114,63,3.68,63,3
115,75,2.89,75,0
116,35,3.46,35,2
117,71,2.87,71,0
118,75,3.55,75,3
119,36,3.19,36,2
120,72,4.04,72,3
121,75,3.64,75,3
122,35,2.51,35,1
123,75,2.97,75,0
124,36,1.86,36,1
125,70,2.57,70,0
126,35,1.8,35,1
127,36,3.78,36,2
128,65,3.92,65,3
129,70,3.17,70,3
130,75,3.57,75,3
131,58,3.57,58,3
132,75,3.49,75,3
133,61,3.0,61,0
134,60,3.8,60,3
135,75,3.45,75,3
136,56,3.84,56,3
137,61,3.18,61,3
138,71,2.86,71,0
139,75,3.11,75,0
140,71,2.8,71,0
141,70,2.53,70,0
142,44,3.45,44,2
143,59,3.19,59,3
144,51,3.29,51,3
145,53,4.11,53,3
146,70,3.74,70,3
147,46,2.24,46,1
148,70,3.84,70,3
149,72,3.57,72,3
150,70,3.43,70,3
151,47,3.36,47,2
152,66,2.05,66,0
153,75,3.79,75,3
154,70,3.11,70,0
155,70,3.29,70,3
156,41,2.9,41,2
157,65,2.26,65,0
158,75,3.24,75,3
159,71,4.31,71,3
160,70,3.04,70,0
161,37,3.14,37,2
162,35,3.26,35,2
163,71,3.28,71,3
164,67,3.9,67,3
165,70,2.17,70,0
166,75,3.68,75,3
167,49,4.37,49,2
168,61,2.93,61,0
169,39,3.79,39,2
170,39,3.1,39,2
171,65,3.14,65,0
172,42,3.74,42,2
173,42,3.38,42,2
174,35,3.63,35,2
175,70,3.31,70,3
176,70,3.03,70,0
177,43,3.0,43,2
178,53,4.51,53,3
179,41,3.22,41,2
180,40,3.42,40,2
181,56,1.96,56,0
182,62,1.31,62,0
183,54,3.94,54,3
184,56,2.59,56,0
185,70,4.06,70,3
186,70,2.84,70,0
187,39,2.23,39,1
188,40,3.8,40,2
189,64,2.89,64,0
190,59,3.14,59,0
191,70,3.11,70,0
192,75,3.71,75,3
193,75,3.56,75,3
194,75,2.27,75,0
195,75,3.72,75,3
196,70,3.57,70,3
197,75,2.96,75,0
198,40,3.68,40,2
199,69,3.51,69,3
200,64,3.58,64,3
201,75,2.8,75,0
202,70,2.96,70,0
203,58,3.29,58,3
204,75,2.68,75,0
205,35,3.86,35,2
206,75,2.23,75,0
207,75,3.87,75,3
208,70,3.09,70,0
209,75,4.73,75,3
210,70,2.86,70,0
211,75,1.81,75,0
212,58,3.36,58,3
213,70,3.36,70,3
214,38,2.79,38,1
215,70,3.96,70,3
216,71,1.56,71,0
217,70,3.09,70,0
218,70,3.17,70,3
219,70,3.6,70,3
220,75,2.57,75,0
221,75,3.16,75,3
222,75,3.55,75,3
223,58,2.91,58,0
224,34,3.38,34,2
225,75,3.03,75,0
226,70,3.53,70,3
227,70,3.47,70,3
228,70,3.67,70,3
229,75,2.97,75,0
230,45,3.67,45,2
231,42,3.17,42,2
232,75,4.08,75,3
233,38,3.32,38,2
234,53,2.98,53,0
235,68,4.16,68,3
236,71,2.97,71,0
237,34,2.65,34,1
238,71,3.23,71,3
239,75,3.16,75,3
240,70,2.97,70,0
241,75,4.83,75,3
242,44,3.75,44,2
243,75,2.89,75,0
244,57,3.19,57,3
245,70,3.36,70,3
246,75,3.25,75,3
247,69,3.07,69,0
248,49,3.53,49,2
249,52,2.92,52,0
250,41,1.93,41,1
251,36,2.83,36,1
252,55,3.13,55,0
253,70,3.24,70,3
254,44,3.27,44,2
255,71,3.65,71,3
256,75,2.33,75,0
257,75,3.36,75,3
258,71,3.63,71,3
259,71,3.01,71,0
260,48,2.71,48,0
261,70,3.07,70,0
262,51,3.75,51,3
263,35,3.17,35,2
264,72,3.07,72,0
265,70,3.47,70,3
266,43,4.21,43,2
267,75,2.56,75,0
268,42,3.5,42,2
269,36,2.86,36,1
270,55,3.11,55,0
271,65,3.29,65,3
272,70,3.79,70,3
273,60,3.07,60,0
274,75,3.12,75,0
275,75,3.08,75,0
276,75,2.8,75,0
277,43,4.19,43,2
278,35,3.86,35,2
279,75,3.72,75,3
280,66,2.86,66,0
281,34,3.18,34,2
282,71,2.61,71,0
283,75,3.03,75,0
284,37,2.41,37,1
285,75,3.56,75,3
286,75,3.01,75,0
287,44,4.11,44,2
288,44,2.02,44,1
289,70,3.29,70,3
290,75,2.39,75,0
291,75,3.84,75,3
292,75,3.12,75,0
293,70,3.5,70,3
294,72,3.71,72,3
295,70,3.14,70,0
296,71,2.94,71,0
297,63,3.94,63,3
298,69,2.86,69,0
299,38,3.58,38,2
300,46,3.09,46,2
301,60,3.65,60,3
302,75,2.21,75,0
303,71,3.61,71,3
304,70,2.04,70,0
305,75,4.07,75,3
306,52,2.88,52,0
307,75,3.4,75,3
308,43,3.51,43,2
309,75,3.27,75,3
310,75,3.35,75,3
311,39,4.18,39,2
312,75,2.96,75,0
313,75,2.83,75,0
314,41,3.98,41,2
315,75,3.03,75,0
316,70,3.49,70,3
317,36,3.25,36,2
318,57,3.6,57,3
319,33,3.64,33,2
320,75,3.08,75,0
321,75,4.23,75,3
322,71,2.04,71,0
323,70,3.11,70,0
324,75,3.17,75,3
325,70,2.96,70,0
326,75,3.59,75,3
327,75,3.37,75,3
328,64,3.69,64,3
329,70,4.27,70,3
330,43,3.05,43,2
331,75,3.88,75,3
332,42,3.64,42,2
333,75,3.4,75,3
334,75,3.43,75,3
335,75,2.77,75,0
336,70,3.83,70,3
337,75,2.44,75,0
338,71,4.31,71,3
339,71,2.9,71,0
340,70,3.3,70,3
341,57,3.23,57,3
342,72,2.74,72,0
343,70,2.66,70,0
344,75,4.11,75,3
345,46,2.74,46,1
346,70,3.21,70,3
347,56,3.11,56,0
348,70,2.89,70,0
349,52,2.9,52,0
350,36,3.64,36,2
351,53,3.68,53,3
352,35,3.31,35,2
353,45,2.29,45,1
354,37,1.76,37,1
355,73,3.49,73,3
356,70,3.1,70,0
357,45,2.87,45,2
358,75,1.67,75,0
359,75,2.92,75,0
360,75,3.27,75,3
361,37,3.27,37,2
362,34,3.56,34,2
363,37,2.97,37,2
364,43,3.21,43,2
365,75,3.39,75,3
366,75,2.57,75,0
367,46,3.09,46,2
368,47,3.64,47,2
369,70,2.96,70,0
370,70,2.8,70,0
371,70,3.96,70,3
372,75,2.92,75,0
373,71,2.7,71,0
374,75,3.13,75,0
375,66,3.45,66,3
376,75,2.44,75,0
377,75,3.15,75,0
378,75,2.83,75,0
379,56,3.82,56,3
380,75,3.56,75,3
381,53,2.72,53,0
382,75,3.53,75,3
383,70,2.73,70,0
384,70,3.3,70,3
385,40,2.82,40,1
386,71,2.49,71,0
387,75,3.81,75,3
388,70,3.39,70,3
389,70,2.99,70,0
390,70,3.53,70,3
391,75,3.87,75,3
392,75,2.37,75,0
393,50,2.98,50,0
394,75,2.12,75,0
395,75,3.61,75,3
396,71,2.69,71,0
397,39,2.38,39,1
398,45,4.07,45,2
399,71,4.08,71,3
400,68,2.81,68,0
401,36,2.72,36,1
402,45,3.73,45,2
403,75,4.29,75,3
404,75,2.89,75,0
405,49,3.45,49,2
406,75,3.91,75,3
407,70,3.83,70,3
408,64,2.92,64,0
409,71,2.48,71,0
410,70,2.96,70,0
411,71,2.58,71,0
412,37,3.22,37,2
413,75,2.83,75,0
414,46,3.17,46,2
415,18,4.78,18,2
416,42,3.31,42,2
417,37,3.57,37,2
418,70,4.04,70,3
419,70,3.84,70,3
420,48,2.6,48,0
421,71,3.15,71,0
422,75,3.6,75,3
423,71,2.8,71,0
424,62,3.31,62,3
425,71,2.94,71,0
426,65,4.23,65,3
427,75,2.84,75,0
428,70,3.2,70,3
429,39,3.03,39,2
430,70,3.04,70,0
431,71,3.72,71,3
432,75,3.55,75,3
433,65,1.63,65,0
434,75,3.49,75,3
435,58,2.86,58,0
436,70,1.66,70,0
437,75,4.12,75,3
438,72,2.71,72,0
439,63,2.79,63,0
440,43,4.07,43,2
441,52,3.69,52,3
442,67,4.49,67,3
443,36,2.53,36,1
444,50,3.76,50,2
445,71,3.1,71,0
446,75,3.59,75,3
447,44,2.52,44,1
448,75,4.0,75,3
449,75,3.89,75,3
450,75,3.11,75,0
451,48,2.4,48,0
452,75,3.08,75,0
453,70,3.17,70,3
454,75,4.19,75,3
455,69,2.88,69,0
456,75,2.93,75,0
457,75,2.71,75,0
458,70,4.0,70,3
459,75,2.01,75,0
460,43,2.3,43,1
461,71,3.45,71,3
462,75,3.97,75,3
463,38,2.76,38,1
464,70,3.41,70,3
465,70,4.03,70,3
466,75,3.09,75,0
467,35,4.8,35,2
468,54,3.81,54,3
469,36,3.94,36,2
470,57,3.46,57,3
471,51,2.06,51,0
472,44,3.39,44,2
473,75,3.12,75,0
474,75,2.97,75,0
475,54,2.89,54,0
476,35,3.91,35,2
477,38,2.71,38,1
478,65,2.66,65,0
479,68,3.65,68,3
480,59,4.22,59,3
481,75,2.25,75,0
482,55,2.18,55,0
483,75,2.16,75,0
484,75,4.43,75,3
485,64,2.58,64,0
486,42,2.26,42,1
487,37,3.43,37,2
488,66,3.27,66,3
489,66,2.86,66,0
490,75,3.75,75,3
491,70,3.16,70,0
492,70,4.24,70,3
493,67,3.58,67,3
494,75,2.32,75,0
495,70,3.21,70,3
496,70,2.64,70,0
497,41,2.9,41,2
498,70,3.34,70,3
499,71,1.83,71,0
500,75,2.69,75,0
501,44,3.98,44,2
502,70,4.06,70,3
503,60,3.32,60,3
504,75,3.33,75,3
505,75,3.79,75,3
506,44,2.07,44,1
507,75,2.37,75,0
508,40,2.22,40,1
509,71,2.76,71,0
510,47,2.89,47,2
511,46,3.33,46,2
512,51,3.55,51,3
513,70,2.81,70,0
514,75,2.63,75,0
515,63,2.32,63,0
516,37,3.0,37,2
517,35,3.34,35,2
518,64,3.53,64,3
519,70,3.56,70,3
520,43,3.86,43,2
521,71,3.34,71,3
522,67,3.69,67,3
523,70,4.54,70,3
524,71,4.14,71,3
525,50,3.74,50,2
526,75,3.73,75,3
527,63,4.35,63,3
528,70,4.01,70,3
529,75,3.0,75,0
530,65,3.37,65,3
531,75,2.2,75,0
532,71,3.61,71,3
533,36,3.78,36,2
534,37,3.03,37,2
535,36,3.61,36,2
536,70,4.36,70,3
537,70,3.53,70,3
538,71,3.51,71,3
539,54,2.52,54,0
540,75,4.11,75,3
541,33,3.03,33,2
542,59,2.68,59,0
543,75,2.59,75,0
544,70,4.41,70,3
545,39,4.21,39,2
546,75,3.61,75,3
547,70,3.23,70,3
548,75,2.65,75,0
549,75,3.37,75,3
550,75,3.29,75,3
551,39,3.64,39,2
552,59,3.44,59,3
553,55,2.69,55,0
554,75,2.53,75,0
555,51,3.51,51,3
556,52,3.04,52,0
557,75,2.68,75,0
558,46,3.7,46,2
559,35,2.29,35,1
560,69,4.13,69,3
561,75,2.07,75,0
562,52,3.29,52,3
563,46,4.11,46,2
564,42,2.81,42,1
565,35,3.14,35,2
566,70,3.03,70,0
567,70,2.26,70,0
568,69,3.94,69,3
569,36,3.89,36,2
570,71,3.55,71,3
571,71,3.07,71,0
572,46,2.35,46,1
573,75,3.21,75,3
574,70,3.09,70,0
575,45,3.4,45,2
576,42,2.5,42,1
577,71,2.87,71,0
578,71,2.94,71,0
579,75,2.84,75,0
580,37,2.97,37,2
581,70,4.31,70,3
582,70,3.63,70,3
583,49,3.06,49,2
584,75,2.07,75,0
585,70,2.66,70,0
586,71,2.51,71,0
587,47,3.87,47,2
588,57,4.33,57,3
589,62,4.06,62,3
590,75,2.96,75,0
591,41,4.24,41,2
592,36,3.53,36,2
593,22,1.77,22,1
594,71,3.82,71,3
595,75,3.32,75,3
596,57,3.09,57,0
597,37,3.59,37,2
598,70,3.39,70,3
599,71,2.69,71,0
600,28,2.29,28,1
601,49,2.92,49,0
602,70,3.4,70,3
603,34,3.56,34,2
604,53,4.23,53,3
605,59,2.25,59,0
606,36,3.86,36,2
607,71,3.17,71,3
608,70,2.97,70,0
609,48,4.0,48,2
610,48,3.42,48,2
611,40,2.92,40,2
612,53,3.06,53,0
613,75,2.63,75,0
614,70,3.7,70,3
615,75,4.63,75,3
616,70,3.33,70,3
617,58,3.74,58,3
618,71,3.94,71,3
619,70,3.53,70,3
620,73,4.29,73,3
621,72,3.32,72,3
622,71,3.24,71,3
623,75,3.36,75,3
624,75,3.36,75,3
625,70,3.43,70,3
626,71,2.82,71,0
627,70,3.24,70,3
628,71,3.0,71,0
629,70,1.93,70,0
630,45,3.38,45,2
631,69,2.83,69,0
632,75,2.97,75,0
633,75,3.59,75,3
634,72,3.12,72,0
635,75,2.61,75,0
636,71,3.04,71,0
637,39,3.03,39,2
638,71,4.49,71,3
639,62,4.0,62,3
640,70,3.34,70,3
641,41,2.22,41,1
642,35,3.71,35,2
643,71,3.35,71,3
644,65,3.49,65,3
645,75,3.99,75,3
646,65,4.25,65,3
647,37,3.62,37,2
648,33,3.55,33,2
649,50,4.56,50,3
650,70,3.53,70,3
651,64,3.33,64,3
652,71,4.54,71,3
653,48,3.98,48,2
654,70,3.26,70,3
655,71,3.14,71,0
656,75,2.89,75,0
657,75,3.75,75,3
658,45,3.2,45,2
659,75,3.64,75,3
660,36,3.75,36,2
661,70,4.21,70,3
662,39,3.15,39,2
663,70,1.51,70,0
664,54,2.19,54,0
665,75,3.83,75,3
666,75,3.53,75,3
667,70,3.17,70,3
668,70,3.54,70,3
669,35,2.89,35,1
670,70,4.1,70,3
671,35,4.46,35,2
672,70,1.43,70,0
673,70,4.03,70,3
674,75,3.53,75,3
675,70,2.63,70,0
676,35,2.83,35,1
677,70,3.21,70,3
678,50,2.76,50,0
679,75,2.93,75,0
680,44,4.75,44,2
681,64,3.34,64,3
682,48,3.33,48,2
683,75,3.04,75,0
684,71,2.77,71,0
685,75,2.41,75,0
686,40,4.03,40,2
687,55,2.95,55,0
688,71,3.93,71,3
689,60,3.75,60,3
690,70,4.3,70,3
691,36,3.14,36,2
692,75,3.11,75,0
693,33,3.7,33,2
694,75,3.01,75,0
695,35,3.34,35,2
696,70,3.2,70,3
697,71,2.42,71,0
698,75,3.39,75,3
699,34,3.09,34,2
700,70,3.56,70,3
701,75,3.37,75,3
702,70,1.99,70,0
703,48,3.4,48,2
704,75,3.61,75,3
705,54,3.69,54,3
706,52,2.94,52,0
707,67,3.16,67,0
708,75,2.95,75,0
709,75,3.71,75,3
710,75,3.16,75,3
711,75,2.59,75,0
712,44,2.91,44,2
713,39,3.74,39,2
714,75,3.23,75,3
715,75,3.23,75,3
716,75,2.48,75,0
717,57,3.51,57,3
718,71,1.9,71,0
719,63,2.37,63,0
720,75,3.24,75,3
721,75,4.08,75,3
722,70,3.41,70,3
723,51,3.12,51,0
724,64,1.94,64,0
725,70,3.36,70,3
726,75,3.19,75,3
727,48,2.98,48,2
728,75,3.04,75,0
729,56,4.18,56,3
730,70,3.69,70,3
731,75,3.87,75,3
732,59,3.97,59,3
733,49,4.63,49,2
734,70,2.53,70,0
735,75,3.19,75,3
736,75,2.84,75,0
737,54,3.2,54,3
738,75,2.4,75,0
739,65,2.57,65,0
740,71,3.51,71,3
741,33,3.58,33,2
742,75,2.41,75,0
743,70,4.41,70,3
744,71,3.08,71,0
745,75,2.76,75,0
746,48,3.81,48,2
747,75,3.48,75,3
748,75,3.04,75,0
749,43,2.95,43,2
750,48,3.79,48,2
751,37,3.62,37,2
752,75,3.39,75,3
753,44,3.77,44,2
754,70,3.73,70,3
755,37,3.89,37,2
756,42,3.79,42,2
757,73,3.7,73,3
758,70,4.06,70,3
759,71,4.08,71,3
760,67,3.42,67,3
761,71,3.87,71,3
762,46,3.46,46,2
763,75,2.09,75,0
764,36,3.17,36,2
765,75,3.41,75,3
766,61,3.43,61,3
767,37,3.19,37,2
768,42,4.14,42,2
769,70,3.49,70,3
770,49,3.37,49,2
771,75,3.08,75,0
772,36,3.42,36,2
773,40,4.05,40,2
774,72,3.46,72,3
775,42,3.83,42,2
776,75,3.28,75,3
777,70,2.26,70,0
778,75,3.21,75,3
779,71,4.21,71,3
780,70,3.57,70,3
781,70,3.83,70,3
782,39,4.05,39,2
783,70,3.73,70,3
784,41,3.15,41,2
785,75,3.79,75,3
786,70,2.4,70,0
787,43,3.86,43,2
788,48,3.92,48,2
789,72,3.15,72,0
790,71,3.2,71,3
791,66,2.98,66,0
792,70,2.67,70,0
793,70,2.7,70,0
794,59,3.49,59,3
795,75,3.67,75,3
796,75,4.32,75,3
797,75,3.2,75,3
798,70,2.47,70,0
799,70,4.09,70,3
800,70,3.2,70,3
801,41,2.85,41,1
802,71,4.35,71,3
803,70,2.43,70,0
804,44,3.02,44,2
805,71,3.51,71,3
806,75,2.32,75,0
807,49,3.47,49,2
808,75,3.49,75,3
809,70,3.3,70,3
810,70,2.93,70,0
811,70,3.74,70,3
812,48,3.12,48,2
813,70,3.21,70,3
814,70,3.17,70,3
815,75,3.11,75,0
816,75,3.05,75,0
817,70,3.14,70,0
818,75,3.59,75,3
819,66,2.56,66,0
820,44,2.93,44,2
821,37,2.81,37,1
822,71,3.31,71,3
823,70,4.21,70,3
824,58,3.97,58,3
825,41,3.22,41,2
826,71,3.3,71,3
827,75,2.76,75,0
828,70,4.11,70,3
829,36,2.94,36,1
830,45,2.87,45,2
831,59,3.19,59,3
832,35,2.57,35,1
833,33,3.64,33,2
834,38,3.92,38,2
835,75,3.2,75,3
836,36,2.81,36,1
837,35,2.97,35,2
838,70,3.86,70,3
839,75,3.84,75,3
840,70,2.33,70,0
841,71,2.48,71,0
842,71,3.2,71,3
843,69,3.86,69,3
844,70,3.09,70,0
845,37,1.81,37,1
846,70,3.56,70,3
847,47,3.7,47,2
848,70,3.83,70,3
849,57,3.11,57,0
850,42,3.5,42,2
851,67,3.28,67,3
852,70,3.16,70,0
853,75,2.56,75,0
854,69,2.62,69,0
855,75,3.49,75,3
856,68,3.85,68,3
857,60,4.07,60,3
858,71,3.63,71,3
859,34,3.26,34,2
860,54,3.83,54,3
861,41,3.2,41,2
862,71,3.68,71,3
863,43,1.6,43,1
864,48,3.17,48,2
865,47,3.74,47,2
866,75,3.65,75,3
867,69,3.25,69,3
868,38,3.58,38,2
869,70,3.51,70,3
870,42,3.45,42,2
871,75,2.48,75,0
872,44,3.95,44,2
873,70,3.19,70,3
874,75,3.31,75,3
875,63,3.62,63,3
876,71,2.66,71,0
877,56,3.27,56,3
878,71,3.34,71,3
879,42,3.45,42,2
880,38,2.74,38,1
881,40,2.95,40,2
882,75,2.75,75,0
883,70,2.87,70,0
884,75,3.15,75,0
885,75,3.48,75,3
886,70,3.24,70,3
887,71,2.65,71,0
888,70,2.66,70,0
889,35,3.66,35,2
890,75,2.84,75,0
891,75,3.52,75,3
892,75,3.51,75,3
893,33,2.76,33,1
894,65,3.77,65,3
895,61,2.95,61,0
896,45,3.31,45,2
897,51,2.69,51,0
898,39,3.85,39,2
899,75,2.24,75,0
900,52,2.75,52,0
901,62,3.05,62,0
902,70,4.01,70,3
903,72,3.08,72,0
904,66,3.91,66,3
905,75,3.44,75,3
906,41,3.71,41,2
907,37,3.54,37,2
908,38,3.63,38,2
909,71,3.25,71,3
910,39,2.9,39,1
911,70,3.39,70,3
912,70,4.61,70,3
913,75,3.08,75,0
914,70,3.17,70,3
915,71,3.46,71,3
916,71,2.72,71,0
917,75,1.8,75,0
918,70,3.39,70,3
919,70,3.31,70,3
920,75,3.13,75,0
921,70,3.81,70,3
922,51,2.76,51,0
923,75,4.04,75,3
924,75,2.28,75,0
925,75,2.57,75,0
926,69,3.38,69,3
927,70,3.24,70,3
928,53,3.66,53,3
929,75,3.21,75,3
930,70,3.71,70,3
931,45,3.51,45,2
932,70,2.86,70,0
933,75,3.37,75,3
934,75,2.49,75,0
935,47,3.51,47,2
936,39,2.85,39,1
937,66,2.55,66,0
938,75,3.04,75,0
939,71,4.08,71,3
940,75,4.36,75,3
941,75,2.17,75,0
942,38,3.47,38,2
943,70,3.1,70,0
944,50,3.6,50,2
945,75,3.35,75,3
946,43,2.98,43,2
947,35,4.34,35,2
948,75,3.89,75,3
949,59,3.31,59,3
950,64,4.19,64,3
951,69,2.88,69,0
952,75,2.81,75,0
953,75,3.23,75,3
954,40,3.75,40,2
955,36,2.44,36,1
956,71,3.03,71,0
957,45,3.02,45,2
958,75,3.09,75,0
959,75,2.95,75,0
960,35,3.29,35,2
961,75,3.19,75,3
962,36,2.64,36,1
963,38,3.79,38,2
964,55,3.02,55,0
965,35,2.43,35,1
966,70,3.46,70,3
967,56,3.79,56,3
968,35,3.26,35,2
969,75,3.36,75,3
970,70,2.39,70,0
971,41,3.05,41,2
972,70,3.09,70,0
973,60,3.03,60,0
974,35,2.09,35,1
975,42,2.79,42,1
976,70,3.26,70,3
977,75,4.13,75,3
978,75,1.75,75,0
979,70,3.01,70,0
980,33,4.0,33,2
981,46,4.26,46,2
982,71,2.96,71,0
983,70,2.44,70,0
984,70,3.11,70,0
985,70,4.36,70,3
986,48,4.73,48,2
987,40,3.45,40,2
988,54,3.46,54,3
989,48,3.6,48,2
990,47,3.94,47,2
991,70,4.07,70,3
992,70,3.06,70,0
993,56,3.71,56,3
994,75,3.83,75,3
995,75,2.64,75,0
996,70,3.2,70,3
997,71,3.11,71,0
998,75,1.4,75,0
999,71,3.52,71,3
1000,53,4.02,53,3
1001,75,2.52,75,0
1002,36,3.06,36,2
1003,65,1.95,65,0
1004,70,3.26,70,3
1005,70,2.94,70,0
1006,75,2.09,75,0
1007,70,2.99,70,0
1008,55,2.93,55,0
1009,51,3.35,51,3
1010,75,3.0,75,0
1011,57,3.21,57,3
1012,45,3.42,45,2
1013,70,2.63,70,0
1014,75,4.29,75,3
1015,70,3.76,70,3
1016,52,2.98,52,0
1017,56,3.36,56,3
1018,70,4.03,70,3
1019,51,3.29,51,3
1020,75,4.11,75,3
1021,70,2.46,70,0
1022,44,1.32,44,1
1023,34,2.53,34,1
1024,46,3.0,46,2
1025,70,3.43,70,3
1026,51,3.39,51,3
1027,55,3.02,55,0
1028,53,3.68,53,3
1029,70,3.5,70,3
1030,75,4.01,75,3
1031,42,2.05,42,1
1032,70,3.04,70,0
1033,70,2.81,70,0
1034,75,2.79,75,0
1035,75,3.28,75,3
1036,65,3.18,65,3
1037,75,2.53,75,0
1038,70,2.44,70,0
1039,42,3.4,42,2
1040,38,3.71,38,2
1041,70,3.93,70,3
1042,57,3.93,57,3
1043,64,4.33,64,3
1044,52,3.81,52,3
1045,71,3.76,71,3
1046,75,4.11,75,3
1047,70,4.19,70,3
1048,39,1.49,39,1
1049,48,3.48,48,2
1050,62,2.69,62,0
1051,35,2.06,35,1
1052,70,2.49,70,0
1053,75,1.99,75,0
1054,34,3.21,34,2
1055,75,3.05,75,0
1056,41,3.8,41,2
1057,46,3.37,46,2
1058,75,3.49,75,3
1059,69,2.84,69,0
1060,71,3.0,71,0
1061,71,2.69,71,0
1062,58,2.91,58,0
1063,42,3.19,42,2
1064,49,4.0,49,2
1065,75,4.27,75,3
1066,68,3.12,68,0
1067,54,3.19,54,3
1068,71,2.99,71,0
1069,70,3.44,70,3
1070,71,3.41,71,3
1071,45,2.82,45,1
1072,42,4.36,42,2
1073,72,2.56,72,0
1074,70,4.93,70,3
1075,38,3.45,38,2
1076,75,4.19,75,3
1077,57,4.09,57,3
1078,42,2.79,42,1
1079,41,2.0,41,1
1080,42,2.5,42,1
1081,66,2.68,66,0
1082,70,3.59,70,3
1083,70,4.51,70,3
1084,75,3.56,75,3
1085,42,3.55,42,2
1086,70,2.91,70,0
1087,72,3.03,72,0
1088,36,3.19,36,2
1089,75,2.33,75,0
1090,37,3.03,37,2
1091,75,2.99,75,0
1092,38,4.32,38,2
1093,71,3.76,71,3
1094,46,3.3,46,2
1095,65,3.31,65,3
1096,70,3.56,70,3
1097,75,2.91,75,0
1098,52,2.77,52,0
1099,71,3.07,71,0
1100,63,3.52,63,3
1101,62,3.6,62,3
1102,70,3.54,70,3
1103,58,2.93,58,0
1104,46,3.26,46,2
1105,46,2.61,46,1
1106,47,3.55,47,2
1107,54,3.56,54,3
1108,38,4.13,38,2
1109,55,3.35,55,3
1110,50,2.68,50,0
1111,47,3.09,47,2
1112,36,3.28,36,2
1113,71,3.85,71,3
1114,32,2.62,32,1
1115,63,2.97,63,0
1116,71,3.79,71,3
1117,70,3.26,70,3
1118,75,3.65,75,3
1119,54,3.76,54,3
1120,48,3.15,48,2
1121,43,3.72,43,2
1122,75,3.57,75,3
1123,67,2.6,67,0
1124,71,3.23,71,3
1125,75,2.44,75,0
1126,70,2.66,70,0
1127,75,4.41,75,3
1128,70,2.3,70,0
1129,58,3.33,58,3
1130,75,1.75,75,0
1131,72,3.65,72,3
1132,62,3.61,62,3
1133,38,3.89,38,2
1134,70,2.37,70,0
1135,75,2.88,75,0
1136,70,3.0,70,0
1137,45,2.98,45,2
1138,65,2.94,65,0
1139,40,2.6,40,1
1140,71,2.51,71,0
1141,40,3.35,40,2
1142,58,2.72,58,0
1143,52,4.1,52,3
1144,70,4.19,70,3
1145,40,3.65,40,2
1146,36,3.0,36,2
1147,75,3.08,75,0
1148,35,3.06,35,2
